tau,rho,precision,recall,far,f1,tp,nAccepted,nFalseAccept
0.00926388443234191,1.75,0.942013705851344,0.992777777777778,0.122222222222222,0.966729780903435,1787,1897,110
0.00926388443234191,2,0.943915343915344,0.991111111111111,0.117777777777778,0.966937669376694,1784,1890,106
0.00926388443234191,2.5,0.951154052603328,0.984444444444444,0.101111111111111,0.967512967512967,1772,1863,91
0.00926388443234191,3,0.951430113329736,0.979444444444444,0.1,0.965234054202026,1763,1853,90
0.00926388443234191,4,0.95264017419706,0.972222222222222,0.0966666666666667,0.962331591971405,1750,1837,87
0.00926388443234191,5,0.953811908736784,0.952222222222222,0.0922222222222222,0.953016402557687,1714,1797,83
0.00926388443234191,7,0.953392330383481,0.897777777777778,0.0877777777777778,0.924749642346209,1616,1695,79
0.00926388443234191,10,0.9521625163827,0.807222222222222,0.0811111111111111,0.873722188815394,1453,1526,73
0.00965144031019899,1,0.797952825990209,0.996111111111111,0.501111111111111,0.88608846058809,1793,2247,451
0.00965144031019899,1.1,0.838242169237962,0.996111111111111,0.382222222222222,0.91038334602691,1793,2139,344
0.00965144031019899,1.25,0.868637905962191,0.995555555555556,0.3,0.92777633963241,1792,2063,270
0.00965144031019899,1.5,0.914621676891616,0.993888888888889,0.184444444444444,0.952609158679446,1789,1956,166
0.00965144031019899,1.75,0.942013705851344,0.992777777777778,0.122222222222222,0.966729780903435,1787,1897,110
0.00965144031019899,2,0.943915343915344,0.991111111111111,0.117777777777778,0.966937669376694,1784,1890,106
0.00965144031019899,2.5,0.951154052603328,0.984444444444444,0.101111111111111,0.967512967512967,1772,1863,91
0.00965144031019899,3,0.951430113329736,0.979444444444444,0.1,0.965234054202026,1763,1853,90
0.00965144031019899,4,0.95264017419706,0.972222222222222,0.0966666666666667,0.962331591971405,1750,1837,87
0.00965144031019899,5,0.953811908736784,0.952222222222222,0.0922222222222222,0.953016402557687,1714,1797,83
0.00965144031019899,7,0.953392330383481,0.897777777777778,0.0877777777777778,0.924749642346209,1616,1695,79
0.00965144031019899,10,0.9521625163827,0.807222222222222,0.0811111111111111,0.873722188815394,1453,1526,73
0.00986825679541828,1,0.806205035971223,0.996111111111111,0.475555555555556,0.891153081510934,1793,2224,428
0.00986825679541828,1.1,0.841784037558685,0.996111111111111,0.372222222222222,0.912468193384224,1793,2130,335
0.00986825679541828,1.25,0.872444011684518,0.995555555555556,0.29,0.929942916450441,1792,2054,261
0.00986825679541828,1.5,0.915089514066496,0.993888888888889,0.183333333333333,0.952862849533955,1789,1955,165
0.00986825679541828,1.75,0.942013705851344,0.992777777777778,0.122222222222222,0.966729780903435,1787,1897,110
